"01";"3179140503232";"b"
"01";"3564700463000";"c"
"01";"3250390100416";"d"
"01";"3162050018309";"c"
"01";"3179142053025";"b"
"01";"3179142053698";"b"
"01";"3564700100004";"c"
"01";"20003432";"a"
"01";"3256220275354";"c"
"01";"3502490191949";"c"
"01";"3263851025517";"c"
"01";"26022963";"d"
"01";"3560071034634";"c"
"01";"3560070889792";"c"
"01";"3068230011781";"b"
"01";"3502490019281";"c"
"01";"3427290002137";"a"
"01";"3700146205495";"b"
"01";"3278586931323";"e"
"01";"3276650122578";"d"
"01";"3760023451230";"d"
"01";"4103520001109";"d"
"01";"3263851025593";"c"
"01";"3596710345007";"c"
"01";"3257982139939";"c"
"01";"7613269193043";"b"
"01";"3390390003000";"c"
"01";"3179142054633";"b"
"01";"3256225731893";"b"
"01";"3245390206282";"c"
"01";"3390390002379";"c"
"01";"3596710366231";"c"
"01";"3250391988693";"c"
"01";"3560071051211";"c"
"01";"3596710357796";"a"
"01";"3325350101205";"c"
"01";"3267110000208";"c"
"02";"3229820762692";"a"
"02";"3259011046270";"a"
"02";"3259011105977";"a"
"02";"3350030104771";"a"
"02";"4012359144003";"c"
"02";"3259010005018";"a"
"02";"4012359141002";"d"
"02";"3175681108943";"a"
"02";"3259010101208";"a"
"02";"3483460010500";"a"
"02";"3483460014188";"b"
"02";"3259011185443";"a"
"02";"3259010301202";"a"
"02";"3259011124824";"a"
"02";"3259010101512";"a"
"02";"3259011083312";"a"
"02";"259010008101";"a"
"02";"3483460005209";"b"
"02";"3576566004006";"b"
"02";"4012359115003";"a"
"02";"3483460016182";"c"
"02";"3483460004202";"b"
"02";"3483460008187";"b"
"02";"3483460110200";"b"
"02";"3483460340188";"b"
"02";"22049896";"a"
"02";"3576560100001";"c"
"02";"4012359113207";"c"
"02";"4012359110107";"a"
"02";"4012359114303";"d"
"02";"3576566002002";"a"
"02";"4012359114501";"d"
"02";"4012359111104";"b"
"02";"4012359144102";"d"
"02";"4012359114204";"c"
"02";"3576566003009";"b"
"02";"3259010101253";"a"
"02";"3483460010258";"a"
"02";"3483460140207";"b"
"02";"3483460200208";"b"
"02";"3266191057002";"a"
"02";"4012359113108";"c"
"02";"3175681091795";"a"
"02";"3576566005003";"b"
"02";"3259011202591";"a"
"02";"3700036900547";"a"
"02";"3222475626524";"a"
"02";"3259010301400";"a"
"02";"3259011027958";"a"
"02";"3547230200017";"a"
"02";"3483460007203";"b"
"02";"3483460001256";"a"
"02";"3483460002208";"b"
"02";"3483460100201";"a"
"02";"3266191057019";"a"
"02";"3266191056975";"b"
"02";"4012359144201";"c"
"02";"4012359120106";"c"
"02";"3259011033973";"a"
"02";"4012359144300";"d"
"02";"3576566903101";"b"
"02";"27057476";"a"
"02";"3770003961000";"a"
"02";"8816011033973";"a"
"02";"4012359113306";"c"
"02";"3770003961031";"a"
"02";"3770003961048";"a"
"02";"5014276701221";"a"
"02";"3229820794112";"a"
"02";"0085696608044";"a"
"02";"76102455";"a"
"02";"3266191101910";"a"
"02";"3259010442318";"b"
"02";"5034467000223";"a"
"02";"3576566001005";"a"
"02";"3266191053974";"a"
"02";"3347430017817";"a"
"02";"4010355119919";"a"
"02";"3266191057965";"c"
"02";"5400141114294";"a"
"02";"5013683305442";"b"
"02";"3483460120209";"a"
"02";"3483460170204";"b"
"02";"3266191057026";"a"
"02";"4260019320575";"d"
"02";"3560071018436";"a"
"02";"3266191101927";"b"
"02";"3576566901107";"a"
"02";"26017969";"c"
"02";"3266191057972";"a"
"02";"0076371011167";"a"
"02";"20716684";"a"
"02";"26213149";"a"
"02";"8022822000916";"b"
"02";"3770003961123";"a"
"02";"4388844064102";"a"
"02";"3266191074207";"d"
"02";"3770003961116";"a"
"02";"5412500550025";"c"
"02";"3266191057033";"b"
"02";"01637663";"a"
"02";"35606956";"b"
"03";"3165440002629";"d"
"03";"3165440007808";"d"
"03";"3165440008652";"d"
"03";"8713445020244";"d"
"03";"3039823710008";"c"
"03";"3090070105030";"d"
"03";"23019140";"a"
"03";"20115685";"b"
"03";"8801045426204";"b"
"03";"20297847";"a"
"03";"3222471018996";"c"
"03";"3258561011028";"c"
"03";"8437000955771";"a"
"03";"4903106526848";"c"
"03";"9310432003212";"b"
"03";"3392460479241";"d"
"03";"3263852511194";"a"
"03";"8480017419781";"a"
"03";"3600900020404";"d"
"03";"4316734088327";"c"
"03";"7613034371300";"d"
"03";"7613033891618";"c"
"03";"3600900020428";"d"
"03";"3250390418696";"c"
"04";"3560070606931";"b"
"04";"3029330031987";"a"
"04";"3029330066484";"b"
"04";"3029330001331";"b"
"04";"3228857000357";"a"
"04";"3560070814855";"b"
"04";"3029330065364";"a"
"04";"3029330063193";"a"
"04";"3029330001386";"b"
"04";"3564700637647";"b"
"04";"3564700637685";"a"
"04";"3564700471517";"b"
"04";"3596710425860";"a"
"04";"3564700736012";"b"
"04";"3228850000293";"a"
"04";"3029330065326";"a"
"04";"3587220001668";"c"
"04";"3560070816613";"b"
"04";"3564700747919";"b"
"04";"20006358";"b"
"04";"3228850002570";"a"
"04";"3029330063308";"b"
"04";"3560070788255";"b"
"04";"911801";"c"
"04";"3228850008114";"a"
"04";"3760154260510";"a"
"04";"26038919";"c"
"04";"3175681140110";"b"
"04";"3029330066217";"a"
"04";"3596710435005";"b"
"04";"3029330066552";"b"
"04";"3068111253279";"c"
"04";"3250392042134";"c"
"04";"3596710378142";"b"
"04";"3587220001491";"d"
"04";"3263859760717";"b"
"04";"26073989";"b"
"04";"3228857000371";"a"
"04";"3257981225091";"c"
"04";"3228850008107";"a"
"04";"3029330066545";"a"
"04";"3760149861067";"b"
"04";"3350033118652";"c"
"04";"3257984166711";"b"
"04";"3256222646954";"b"
"04";"3760054742468";"a"
"04";"341939047059";"b"
"04";"3029330063315";"a"
"04";"3560070976652";"b"
"04";"3029330067030";"b"
"04";"3760049796353";"a"
"04";"3700411904405";"c"
"04";"3419390407011";"b"
"04";"3228857000586";"a"
"04";"3596710434992";"b"
"04";"3564700747988";"b"
"04";"3760049797138";"b"
"04";"4022993045260";"a"
"04";"3257984618449";"b"
"04";"3350033456921";"a"
"04";"3263856487112";"b"
"04";"4316268546379";"c"
"04";"3266191002194";"b"
"04";"5420019833850";"c"
"04";"3556420291353";"c"
"04";"3596710427826";"c"
"04";"3250390866107";"c"
"04";"3258561400563";"b"
"05";"3229820019192";"a"
"05";"3596710086245";"a"
"05";"3560070710713";"b"
"05";"3564707084062";"b"
"05";"3250391371167";"b"
"05";"3564700743959";"a"
"05";"3350030204075";"b"
"05";"3175681085688";"a"
"05";"3029330001553";"a"
"05";"3229820787992";"a"
"05";"3276550320494";"a"
"05";"3175681161252";"a"
"05";"3350031984174";"b"
"05";"3256221094428";"b"
"05";"0260051011480";"c"
"05";"3222475323812";"a"
"05";"3396410102265";"a"
"05";"2000000228792";"a"
"05";"5410724600113";"a"
"05";"0260050011481";"c"
"05";"3184340865073";"a"
"05";"3760054740877";"a"
"05";"3276550087038";"a"
"05";"3266191025315";"a"
"05";"4000358012027";"a"
"05";"635684";"a"
"05";"2601778014435";"c"
"05";"3263856487914";"b"
"05";"3263110014931";"a"
"05";"3263110014924";"a"
"05";"3439497003916";"d"
"05";"3266191025377";"a"
"05";"3419390003619";"a"
"05";"3228850004437";"a"
"05";"4311501312957";"a"
"05";"3396410107338";"a"
"05";"4005195703299";"a"
"05";"00518949";"a"
"05";"2000000230399";"a"
"05";"2000000228723";"a"
"05";"0260011008536";"a"
"05";"26034492";"a"
"05";"3263110014917";"a"
"05";"0260019008538";"a"
"05";"20507336";"b"
"05";"3700569022044";"a"
"05";"3760109050845";"b"
"06";"3270160813681";"b"
"06";"3599740009628";"b"
"06";"3270160573769";"b"
"06";"3270160860401";"b"
"06";"3350030162382";"b"
"06";"3270160696871";"b"
"06";"3222473631216";"b"
"06";"3270160385010";"c"
"06";"3248830723479";"a"
"06";"3222473631186";"b"
"06";"3270160235322";"a"
"06";"3270160385430";"b"
"06";"3248830723486";"a"
"06";"3270190020073";"a"
"06";"3250391191215";"c"
"06";"3256220506243";"c"
"06";"3459343200054";"a"
"06";"20347413";"c"
"06";"3564700000137";"b"
"06";"3222472475866";"b"
"06";"3599740009604";"b"
"06";"3263859855819";"d"
"06";"3256225427987";"b"
"06";"3564700476925";"b"
"06";"3222471975305";"b"
"06";"3256224160595";"a"
"06";"3596710400874";"c"
"06";"3459343004096";"a"
"06";"3436590020055";"b"
"06";"0042272008568";"b"
"06";"20681760";"c"
"06";"5450100012833";"c"
"06";"8000881201246";"c"
"06";"3248830116530";"a"
"06";"3410280020938";"c"
"06";"3596710391547";"b"
"06";"3596710449439";"a"
"06";"5450100014332";"b"
"06";"3245414007413";"b"
"06";"3596710452743";"c"
